"time_period","scalar_lvst_carrying_capacity","TransformationName","pij_lndu_grasslands_to_croplands","pij_lndu_grasslands_to_forests_mangroves","pij_lndu_grasslands_to_forests_primary","pij_lndu_grasslands_to_forests_secondary","pij_lndu_grasslands_to_grasslands","pij_lndu_grasslands_to_other","pij_lndu_grasslands_to_settlements","pij_lndu_grasslands_to_wetlands","pij_lndu_forests_secondary_to_grasslands","pij_lndu_forests_secondary_to_croplands","Nation"
18,1,"none",1,1,1,1,1,1,1,1,1,1,"uruguay"
19,1,"none",1,1,1,1,1,1,1,1,1,1,"uruguay"
20,1,"none",1,1,1,1,1,1,1,1,1,1,"uruguay"
21,1,"none",1,1,1,1,1,1,1,1,1,1,"uruguay"
22,1,"none",1,1,1,1,1,1,1,1,1,1,"uruguay"
23,1,"none",1,1,1,1,1,1,1,1,1,1,"uruguay"
24,1,"none",1,1,1,1,1,1,1,1,1,1,"uruguay"
25,1,"none",1,1,1,1,1,1,1,1,1,1,"uruguay"
26,1,"none",1,1,1,1,1,1,1,1,1,1,"uruguay"
27,1,"none",1,1,1,1,1,1,1,1,1,1,"uruguay"
28,1,"none",1,1,1,1,1,1,1,1,1,1,"uruguay"
29,1,"none",1,1,1,1,1,1,1,1,1,1,"uruguay"
30,1,"none",1,1,1,1,1,1,1,1,1,1,"uruguay"
31,1,"none",1,1,1,1,1,1,1,1,1,1,"uruguay"
32,1,"none",1,1,1,1,1,1,1,1,1,1,"uruguay"
33,1,"none",1,1,1,1,1,1,1,1,1,1,"uruguay"
34,1,"none",1,1,1,1,1,1,1,1,1,1,"uruguay"
35,1,"none",1,1,1,1,1,1,1,1,1,1,"uruguay"
0,1,"full",1,1,1,1,1,1,1,1,1,1,"uruguay"
1,1,"full",1,1,1,1,1,1,1,1,1,1,"uruguay"
2,1,"full",1,1,1,1,1,1,1,1,1,1,"uruguay"
3,1,"full",1,1,1,1,1,1,1,1,1,1,"uruguay"
4,1,"full",1,1,1,1,1,1,1,1,1,1,"uruguay"
5,1,"full",1,1,1,1,1,1,1,1,1,1,"uruguay"
6,1,"full",1,1,1,1,1,1,1,1,1,1,"uruguay"
7,1,"full",1,1,1,1,1,1,1,1,1,1,"uruguay"
8,1,"full",1,1,1,1,1,1,1,1,1,1,"uruguay"
9,1,"full",1,1,1,1,1,1,1,1,1,1,"uruguay"
10,1.023076923,"full",1,1,1,4.807692308,1,1,1,1,0.961576923,0.961576923,"uruguay"
11,1.046153846,"full",1,1,1,8.615384615,1,1,1,1,0.923153846,0.923153846,"uruguay"
12,1.069230769,"full",1,1,1,12.42307692,1,1,1,1,0.884730769,0.884730769,"uruguay"
13,1.092307692,"full",1,1,1,16.23076923,1,1,1,1,0.846307692,0.846307692,"uruguay"
14,1.115384615,"full",1,1,1,20.03846154,1,1,1,1,0.807884615,0.807884615,"uruguay"
15,1.138461538,"full",1,1,1,23.84615385,1,1,1,1,0.769461538,0.769461538,"uruguay"
16,1.161538462,"full",1,1,1,27.65384615,1,1,1,1,0.731038462,0.731038462,"uruguay"
17,1.184615385,"full",1,1,1,31.46153846,1,1,1,1,0.692615385,0.692615385,"uruguay"
18,1.207692308,"full",1,1,1,35.26923077,1,1,1,1,0.654192308,0.654192308,"uruguay"
19,1.230769231,"full",1,1,1,39.07692308,1,1,1,1,0.615769231,0.615769231,"uruguay"
20,1.253846154,"full",1,1,1,42.88461538,1,1,1,1,0.577346154,0.577346154,"uruguay"
21,1.276923077,"full",1,1,1,46.69230769,1,1,1,1,0.538923077,0.538923077,"uruguay"
22,1.3,"full",1,1,1,50.5,1,1,1,1,0.5005,0.5005,"uruguay"
23,1.323076923,"full",1,1,1,54.30769231,1,1,1,1,0.462076923,0.462076923,"uruguay"
24,1.346153846,"full",1,1,1,58.11538462,1,1,1,1,0.423653846,0.423653846,"uruguay"
25,1.369230769,"full",1,1,1,61.92307692,1,1,1,1,0.385230769,0.385230769,"uruguay"
26,1.392307692,"full",1,1,1,65.73076923,1,1,1,1,0.346807692,0.346807692,"uruguay"
27,1.415384615,"full",1,1,1,69.53846154,1,1,1,1,0.308384615,0.308384615,"uruguay"
28,1.438461538,"full",1,1,1,73.34615385,1,1,1,1,0.269961538,0.269961538,"uruguay"
29,1.461538462,"full",1,1,1,77.15384615,1,1,1,1,0.231538462,0.231538462,"uruguay"
30,1.484615385,"full",1,1,1,80.96153846,1,1,1,1,0.193115385,0.193115385,"uruguay"
31,1.507692308,"full",1,1,1,84.76923077,1,1,1,1,0.154692308,0.154692308,"uruguay"
32,1.530769231,"full",1,1,1,88.57692308,1,1,1,1,0.116269231,0.116269231,"uruguay"
33,1.553846154,"full",1,1,1,92.38461538,1,1,1,1,0.077846154,0.077846154,"uruguay"
34,1.576923077,"full",1,1,1,96.19230769,1,1,1,1,0.039423077,0.039423077,"uruguay"
35,1.6,"full",1,1,1,100,1,1,1,1,0.001,0.001,"uruguay"
0,1,"none",1,1,1,1,1,1,1,1,1,1,"venezuela"
1,1,"none",1,1,1,1,1,1,1,1,1,1,"venezuela"
2,1,"none",1,1,1,1,1,1,1,1,1,1,"venezuela"
3,1,"none",1,1,1,1,1,1,1,1,1,1,"venezuela"
4,1,"none",1,1,1,1,1,1,1,1,1,1,"venezuela"
5,1,"none",1,1,1,1,1,1,1,1,1,1,"venezuela"
6,1,"none",1,1,1,1,1,1,1,1,1,1,"venezuela"
7,1,"none",1,1,1,1,1,1,1,1,1,1,"venezuela"
8,1,"none",1,1,1,1,1,1,1,1,1,1,"venezuela"
9,1,"none",1,1,1,1,1,1,1,1,1,1,"venezuela"
10,1,"none",1,1,1,1,1,1,1,1,1,1,"venezuela"
11,1,"none",1,1,1,1,1,1,1,1,1,1,"venezuela"
12,1,"none",1,1,1,1,1,1,1,1,1,1,"venezuela"
13,1,"none",1,1,1,1,1,1,1,1,1,1,"venezuela"
14,1,"none",1,1,1,1,1,1,1,1,1,1,"venezuela"
15,1,"none",1,1,1,1,1,1,1,1,1,1,"venezuela"
16,1,"none",1,1,1,1,1,1,1,1,1,1,"venezuela"
17,1,"none",1,1,1,1,1,1,1,1,1,1,"venezuela"
18,1,"none",1,1,1,1,1,1,1,1,1,1,"venezuela"
19,1,"none",1,1,1,1,1,1,1,1,1,1,"venezuela"
20,1,"none",1,1,1,1,1,1,1,1,1,1,"venezuela"
21,1,"none",1,1,1,1,1,1,1,1,1,1,"venezuela"
22,1,"none",1,1,1,1,1,1,1,1,1,1,"venezuela"
23,1,"none",1,1,1,1,1,1,1,1,1,1,"venezuela"
24,1,"none",1,1,1,1,1,1,1,1,1,1,"venezuela"
25,1,"none",1,1,1,1,1,1,1,1,1,1,"venezuela"
26,1,"none",1,1,1,1,1,1,1,1,1,1,"venezuela"
27,1,"none",1,1,1,1,1,1,1,1,1,1,"venezuela"
28,1,"none",1,1,1,1,1,1,1,1,1,1,"venezuela"
29,1,"none",1,1,1,1,1,1,1,1,1,1,"venezuela"
30,1,"none",1,1,1,1,1,1,1,1,1,1,"venezuela"
31,1,"none",1,1,1,1,1,1,1,1,1,1,"venezuela"
32,1,"none",1,1,1,1,1,1,1,1,1,1,"venezuela"
33,1,"none",1,1,1,1,1,1,1,1,1,1,"venezuela"
34,1,"none",1,1,1,1,1,1,1,1,1,1,"venezuela"
35,1,"none",1,1,1,1,1,1,1,1,1,1,"venezuela"
0,1,"full",1,1,1,1,1,1,1,1,1,1,"venezuela"
1,1,"full",1,1,1,1,1,1,1,1,1,1,"venezuela"
2,1,"full",1,1,1,1,1,1,1,1,1,1,"venezuela"
3,1,"full",1,1,1,1,1,1,1,1,1,1,"venezuela"
4,1,"full",1,1,1,1,1,1,1,1,1,1,"venezuela"
5,1,"full",1,1,1,1,1,1,1,1,1,1,"venezuela"
6,1,"full",1,1,1,1,1,1,1,1,1,1,"venezuela"
7,1,"full",1,1,1,1,1,1,1,1,1,1,"venezuela"
8,1,"full",1,1,1,1,1,1,1,1,1,1,"venezuela"
9,1,"full",1,1,1,1,1,1,1,1,1,1,"venezuela"
10,1.023076923,"full",1,1,1,4.807692308,1,1,1,1,0.961576923,0.961576923,"venezuela"
11,1.046153846,"full",1,1,1,8.615384615,1,1,1,1,0.923153846,0.923153846,"venezuela"
12,1.069230769,"full",1,1,1,12.42307692,1,1,1,1,0.884730769,0.884730769,"venezuela"
13,1.092307692,"full",1,1,1,16.23076923,1,1,1,1,0.846307692,0.846307692,"venezuela"
14,1.115384615,"full",1,1,1,20.03846154,1,1,1,1,0.807884615,0.807884615,"venezuela"
15,1.138461538,"full",1,1,1,23.84615385,1,1,1,1,0.769461538,0.769461538,"venezuela"
16,1.161538462,"full",1,1,1,27.65384615,1,1,1,1,0.731038462,0.731038462,"venezuela"
17,1.184615385,"full",1,1,1,31.46153846,1,1,1,1,0.692615385,0.692615385,"venezuela"
18,1.207692308,"full",1,1,1,35.26923077,1,1,1,1,0.654192308,0.654192308,"venezuela"
19,1.230769231,"full",1,1,1,39.07692308,1,1,1,1,0.615769231,0.615769231,"venezuela"
20,1.253846154,"full",1,1,1,42.88461538,1,1,1,1,0.577346154,0.577346154,"venezuela"
21,1.276923077,"full",1,1,1,46.69230769,1,1,1,1,0.538923077,0.538923077,"venezuela"
22,1.3,"full",1,1,1,50.5,1,1,1,1,0.5005,0.5005,"venezuela"
23,1.323076923,"full",1,1,1,54.30769231,1,1,1,1,0.462076923,0.462076923,"venezuela"
24,1.346153846,"full",1,1,1,58.11538462,1,1,1,1,0.423653846,0.423653846,"venezuela"
25,1.369230769,"full",1,1,1,61.92307692,1,1,1,1,0.385230769,0.385230769,"venezuela"
26,1.392307692,"full",1,1,1,65.73076923,1,1,1,1,0.346807692,0.346807692,"venezuela"
27,1.415384615,"full",1,1,1,69.53846154,1,1,1,1,0.308384615,0.308384615,"venezuela"
28,1.438461538,"full",1,1,1,73.34615385,1,1,1,1,0.269961538,0.269961538,"venezuela"
29,1.461538462,"full",1,1,1,77.15384615,1,1,1,1,0.231538462,0.231538462,"venezuela"
30,1.484615385,"full",1,1,1,80.96153846,1,1,1,1,0.193115385,0.193115385,"venezuela"
31,1.507692308,"full",1,1,1,84.76923077,1,1,1,1,0.154692308,0.154692308,"venezuela"
32,1.530769231,"full",1,1,1,88.57692308,1,1,1,1,0.116269231,0.116269231,"venezuela"
33,1.553846154,"full",1,1,1,92.38461538,1,1,1,1,0.077846154,0.077846154,"venezuela"
34,1.576923077,"full",1,1,1,96.19230769,1,1,1,1,0.039423077,0.039423077,"venezuela"
35,1.6,"full",1,1,1,100,1,1,1,1,0.001,0.001,"venezuela"
