"time_period","pij_lndu_croplands_to_croplands","pij_lndu_croplands_to_forests_secondary","TransformationName","pij_lndu_forests_secondary_to_croplands","pij_lndu_forests_secondary_to_forests_mangroves","pij_lndu_forests_secondary_to_forests_primary","pij_lndu_forests_secondary_to_forests_secondary","pij_lndu_forests_secondary_to_grasslands","pij_lndu_forests_secondary_to_other","pij_lndu_forests_secondary_to_settlements","pij_lndu_forests_secondary_to_wetlands","pij_lndu_croplands_to_grasslands","Nation"
2,1,1,"none",1,1,1,1,1,1,1,1,1,"suriname"
3,1,1,"none",1,1,1,1,1,1,1,1,1,"suriname"
4,1,1,"none",1,1,1,1,1,1,1,1,1,"suriname"
5,1,1,"none",1,1,1,1,1,1,1,1,1,"suriname"
6,1,1,"none",1,1,1,1,1,1,1,1,1,"suriname"
7,1,1,"none",1,1,1,1,1,1,1,1,1,"suriname"
8,1,1,"none",1,1,1,1,1,1,1,1,1,"suriname"
9,1,1,"none",1,1,1,1,1,1,1,1,1,"suriname"
10,1,1,"none",1,1,1,1,1,1,1,1,1,"suriname"
11,1,1,"none",1,1,1,1,1,1,1,1,1,"suriname"
12,1,1,"none",1,1,1,1,1,1,1,1,1,"suriname"
13,1,1,"none",1,1,1,1,1,1,1,1,1,"suriname"
14,1,1,"none",1,1,1,1,1,1,1,1,1,"suriname"
15,1,1,"none",1,1,1,1,1,1,1,1,1,"suriname"
16,1,1,"none",1,1,1,1,1,1,1,1,1,"suriname"
17,1,1,"none",1,1,1,1,1,1,1,1,1,"suriname"
18,1,1,"none",1,1,1,1,1,1,1,1,1,"suriname"
19,1,1,"none",1,1,1,1,1,1,1,1,1,"suriname"
20,1,1,"none",1,1,1,1,1,1,1,1,1,"suriname"
21,1,1,"none",1,1,1,1,1,1,1,1,1,"suriname"
22,1,1,"none",1,1,1,1,1,1,1,1,1,"suriname"
23,1,1,"none",1,1,1,1,1,1,1,1,1,"suriname"
24,1,1,"none",1,1,1,1,1,1,1,1,1,"suriname"
25,1,1,"none",1,1,1,1,1,1,1,1,1,"suriname"
26,1,1,"none",1,1,1,1,1,1,1,1,1,"suriname"
27,1,1,"none",1,1,1,1,1,1,1,1,1,"suriname"
28,1,1,"none",1,1,1,1,1,1,1,1,1,"suriname"
29,1,1,"none",1,1,1,1,1,1,1,1,1,"suriname"
30,1,1,"none",1,1,1,1,1,1,1,1,1,"suriname"
31,1,1,"none",1,1,1,1,1,1,1,1,1,"suriname"
32,1,1,"none",1,1,1,1,1,1,1,1,1,"suriname"
33,1,1,"none",1,1,1,1,1,1,1,1,1,"suriname"
34,1,1,"none",1,1,1,1,1,1,1,1,1,"suriname"
35,1,1,"none",1,1,1,1,1,1,1,1,1,"suriname"
0,1,1,"full",1,1,1,1,1,1,1,1,1,"suriname"
1,1,1,"full",1,1,1,1,1,1,1,1,1,"suriname"
2,1,1,"full",1,1,1,1,1,1,1,1,1,"suriname"
3,1,1,"full",1,1,1,1,1,1,1,1,1,"suriname"
4,1,1,"full",1,1,1,1,1,1,1,1,1,"suriname"
5,1,1,"full",1,1,1,1,1,1,1,1,1,"suriname"
6,1,1,"full",1,1,1,1,1,1,1,1,1,"suriname"
7,1,1,"full",1,1,1,1,1,1,1,1,1,"suriname"
8,1,1,"full",1,1,1,1,1,1,1,1,1,"suriname"
9,1,1,"full",1,1,1,1,1,1,1,1,1,"suriname"
10,0.965384615,1.384615385,"full",0.961923077,1,1,1,0.961923077,0.961923077,0.961923077,1,0.961923077,"suriname"
11,0.930769231,1.769230769,"full",0.923846154,1,1,1,0.923846154,0.923846154,0.923846154,1,0.923846154,"suriname"
12,0.896153846,2.153846154,"full",0.885769231,1,1,1,0.885769231,0.885769231,0.885769231,1,0.885769231,"suriname"
13,0.861538462,2.538461538,"full",0.847692308,1,1,1,0.847692308,0.847692308,0.847692308,1,0.847692308,"suriname"
14,0.826923077,2.923076923,"full",0.809615385,1,1,1,0.809615385,0.809615385,0.809615385,1,0.809615385,"suriname"
15,0.792307692,3.307692308,"full",0.771538462,1,1,1,0.771538462,0.771538462,0.771538462,1,0.771538462,"suriname"
16,0.757692308,3.692307692,"full",0.733461538,1,1,1,0.733461538,0.733461538,0.733461538,1,0.733461538,"suriname"
17,0.723076923,4.076923077,"full",0.695384615,1,1,1,0.695384615,0.695384615,0.695384615,1,0.695384615,"suriname"
18,0.688461538,4.461538462,"full",0.657307692,1,1,1,0.657307692,0.657307692,0.657307692,1,0.657307692,"suriname"
19,0.653846154,4.846153846,"full",0.619230769,1,1,1,0.619230769,0.619230769,0.619230769,1,0.619230769,"suriname"
20,0.619230769,5.230769231,"full",0.581153846,1,1,1,0.581153846,0.581153846,0.581153846,1,0.581153846,"suriname"
21,0.584615385,5.615384615,"full",0.543076923,1,1,1,0.543076923,0.543076923,0.543076923,1,0.543076923,"suriname"
22,0.55,6,"full",0.505,1,1,1,0.505,0.505,0.505,1,0.505,"suriname"
23,0.515384615,6.384615385,"full",0.466923077,1,1,1,0.466923077,0.466923077,0.466923077,1,0.466923077,"suriname"
24,0.480769231,6.769230769,"full",0.428846154,1,1,1,0.428846154,0.428846154,0.428846154,1,0.428846154,"suriname"
25,0.446153846,7.153846154,"full",0.390769231,1,1,1,0.390769231,0.390769231,0.390769231,1,0.390769231,"suriname"
26,0.411538462,7.538461538,"full",0.352692308,1,1,1,0.352692308,0.352692308,0.352692308,1,0.352692308,"suriname"
27,0.376923077,7.923076923,"full",0.314615385,1,1,1,0.314615385,0.314615385,0.314615385,1,0.314615385,"suriname"
28,0.342307692,8.307692308,"full",0.276538462,1,1,1,0.276538462,0.276538462,0.276538462,1,0.276538462,"suriname"
29,0.307692308,8.692307692,"full",0.238461538,1,1,1,0.238461538,0.238461538,0.238461538,1,0.238461538,"suriname"
30,0.273076923,9.076923077,"full",0.200384615,1,1,1,0.200384615,0.200384615,0.200384615,1,0.200384615,"suriname"
31,0.238461538,9.461538462,"full",0.162307692,1,1,1,0.162307692,0.162307692,0.162307692,1,0.162307692,"suriname"
32,0.203846154,9.846153846,"full",0.124230769,1,1,1,0.124230769,0.124230769,0.124230769,1,0.124230769,"suriname"
33,0.169230769,10.23076923,"full",0.086153846,1,1,1,0.086153846,0.086153846,0.086153846,1,0.086153846,"suriname"
34,0.134615385,10.61538462,"full",0.048076923,1,1,1,0.048076923,0.048076923,0.048076923,1,0.048076923,"suriname"
35,0.1,11,"full",0.01,1,1,1,0.01,0.01,0.01,1,0.01,"suriname"
0,1,1,"none",1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
1,1,1,"none",1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
2,1,1,"none",1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
3,1,1,"none",1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
4,1,1,"none",1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
5,1,1,"none",1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
6,1,1,"none",1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
7,1,1,"none",1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
8,1,1,"none",1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
9,1,1,"none",1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
10,1,1,"none",1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
11,1,1,"none",1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
12,1,1,"none",1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
13,1,1,"none",1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
14,1,1,"none",1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
15,1,1,"none",1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
16,1,1,"none",1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
17,1,1,"none",1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
18,1,1,"none",1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
19,1,1,"none",1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
20,1,1,"none",1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
21,1,1,"none",1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
22,1,1,"none",1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
23,1,1,"none",1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
24,1,1,"none",1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
25,1,1,"none",1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
26,1,1,"none",1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
27,1,1,"none",1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
28,1,1,"none",1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
29,1,1,"none",1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
30,1,1,"none",1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
31,1,1,"none",1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
32,1,1,"none",1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
33,1,1,"none",1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
34,1,1,"none",1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
35,1,1,"none",1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
0,1,1,"full",1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
1,1,1,"full",1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
2,1,1,"full",1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
3,1,1,"full",1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
4,1,1,"full",1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
5,1,1,"full",1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
6,1,1,"full",1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
7,1,1,"full",1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
8,1,1,"full",1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
9,1,1,"full",1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
10,0.965384615,1.384615385,"full",0.961923077,1,1,1,0.961923077,0.961923077,0.961923077,1,0.961923077,"trinidad_and_tobago"
11,0.930769231,1.769230769,"full",0.923846154,1,1,1,0.923846154,0.923846154,0.923846154,1,0.923846154,"trinidad_and_tobago"
12,0.896153846,2.153846154,"full",0.885769231,1,1,1,0.885769231,0.885769231,0.885769231,1,0.885769231,"trinidad_and_tobago"
13,0.861538462,2.538461538,"full",0.847692308,1,1,1,0.847692308,0.847692308,0.847692308,1,0.847692308,"trinidad_and_tobago"
14,0.826923077,2.923076923,"full",0.809615385,1,1,1,0.809615385,0.809615385,0.809615385,1,0.809615385,"trinidad_and_tobago"
15,0.792307692,3.307692308,"full",0.771538462,1,1,1,0.771538462,0.771538462,0.771538462,1,0.771538462,"trinidad_and_tobago"
16,0.757692308,3.692307692,"full",0.733461538,1,1,1,0.733461538,0.733461538,0.733461538,1,0.733461538,"trinidad_and_tobago"
17,0.723076923,4.076923077,"full",0.695384615,1,1,1,0.695384615,0.695384615,0.695384615,1,0.695384615,"trinidad_and_tobago"
18,0.688461538,4.461538462,"full",0.657307692,1,1,1,0.657307692,0.657307692,0.657307692,1,0.657307692,"trinidad_and_tobago"
19,0.653846154,4.846153846,"full",0.619230769,1,1,1,0.619230769,0.619230769,0.619230769,1,0.619230769,"trinidad_and_tobago"
20,0.619230769,5.230769231,"full",0.581153846,1,1,1,0.581153846,0.581153846,0.581153846,1,0.581153846,"trinidad_and_tobago"
21,0.584615385,5.615384615,"full",0.543076923,1,1,1,0.543076923,0.543076923,0.543076923,1,0.543076923,"trinidad_and_tobago"
22,0.55,6,"full",0.505,1,1,1,0.505,0.505,0.505,1,0.505,"trinidad_and_tobago"
23,0.515384615,6.384615385,"full",0.466923077,1,1,1,0.466923077,0.466923077,0.466923077,1,0.466923077,"trinidad_and_tobago"
24,0.480769231,6.769230769,"full",0.428846154,1,1,1,0.428846154,0.428846154,0.428846154,1,0.428846154,"trinidad_and_tobago"
25,0.446153846,7.153846154,"full",0.390769231,1,1,1,0.390769231,0.390769231,0.390769231,1,0.390769231,"trinidad_and_tobago"
26,0.411538462,7.538461538,"full",0.352692308,1,1,1,0.352692308,0.352692308,0.352692308,1,0.352692308,"trinidad_and_tobago"
27,0.376923077,7.923076923,"full",0.314615385,1,1,1,0.314615385,0.314615385,0.314615385,1,0.314615385,"trinidad_and_tobago"
28,0.342307692,8.307692308,"full",0.276538462,1,1,1,0.276538462,0.276538462,0.276538462,1,0.276538462,"trinidad_and_tobago"
29,0.307692308,8.692307692,"full",0.238461538,1,1,1,0.238461538,0.238461538,0.238461538,1,0.238461538,"trinidad_and_tobago"
30,0.273076923,9.076923077,"full",0.200384615,1,1,1,0.200384615,0.200384615,0.200384615,1,0.200384615,"trinidad_and_tobago"
31,0.238461538,9.461538462,"full",0.162307692,1,1,1,0.162307692,0.162307692,0.162307692,1,0.162307692,"trinidad_and_tobago"
32,0.203846154,9.846153846,"full",0.124230769,1,1,1,0.124230769,0.124230769,0.124230769,1,0.124230769,"trinidad_and_tobago"
33,0.169230769,10.23076923,"full",0.086153846,1,1,1,0.086153846,0.086153846,0.086153846,1,0.086153846,"trinidad_and_tobago"
34,0.134615385,10.61538462,"full",0.048076923,1,1,1,0.048076923,0.048076923,0.048076923,1,0.048076923,"trinidad_and_tobago"
35,0.1,11,"full",0.01,1,1,1,0.01,0.01,0.01,1,0.01,"trinidad_and_tobago"
0,1,1,"none",1,1,1,1,1,1,1,1,1,"uruguay"
1,1,1,"none",1,1,1,1,1,1,1,1,1,"uruguay"
2,1,1,"none",1,1,1,1,1,1,1,1,1,"uruguay"
3,1,1,"none",1,1,1,1,1,1,1,1,1,"uruguay"
4,1,1,"none",1,1,1,1,1,1,1,1,1,"uruguay"
5,1,1,"none",1,1,1,1,1,1,1,1,1,"uruguay"
6,1,1,"none",1,1,1,1,1,1,1,1,1,"uruguay"
7,1,1,"none",1,1,1,1,1,1,1,1,1,"uruguay"
8,1,1,"none",1,1,1,1,1,1,1,1,1,"uruguay"
9,1,1,"none",1,1,1,1,1,1,1,1,1,"uruguay"
10,1,1,"none",1,1,1,1,1,1,1,1,1,"uruguay"
11,1,1,"none",1,1,1,1,1,1,1,1,1,"uruguay"
12,1,1,"none",1,1,1,1,1,1,1,1,1,"uruguay"
13,1,1,"none",1,1,1,1,1,1,1,1,1,"uruguay"
14,1,1,"none",1,1,1,1,1,1,1,1,1,"uruguay"
15,1,1,"none",1,1,1,1,1,1,1,1,1,"uruguay"
16,1,1,"none",1,1,1,1,1,1,1,1,1,"uruguay"
17,1,1,"none",1,1,1,1,1,1,1,1,1,"uruguay"
18,1,1,"none",1,1,1,1,1,1,1,1,1,"uruguay"
19,1,1,"none",1,1,1,1,1,1,1,1,1,"uruguay"
20,1,1,"none",1,1,1,1,1,1,1,1,1,"uruguay"
21,1,1,"none",1,1,1,1,1,1,1,1,1,"uruguay"
22,1,1,"none",1,1,1,1,1,1,1,1,1,"uruguay"
23,1,1,"none",1,1,1,1,1,1,1,1,1,"uruguay"
24,1,1,"none",1,1,1,1,1,1,1,1,1,"uruguay"
25,1,1,"none",1,1,1,1,1,1,1,1,1,"uruguay"
26,1,1,"none",1,1,1,1,1,1,1,1,1,"uruguay"
27,1,1,"none",1,1,1,1,1,1,1,1,1,"uruguay"
28,1,1,"none",1,1,1,1,1,1,1,1,1,"uruguay"
29,1,1,"none",1,1,1,1,1,1,1,1,1,"uruguay"
30,1,1,"none",1,1,1,1,1,1,1,1,1,"uruguay"
31,1,1,"none",1,1,1,1,1,1,1,1,1,"uruguay"
32,1,1,"none",1,1,1,1,1,1,1,1,1,"uruguay"
33,1,1,"none",1,1,1,1,1,1,1,1,1,"uruguay"
34,1,1,"none",1,1,1,1,1,1,1,1,1,"uruguay"
35,1,1,"none",1,1,1,1,1,1,1,1,1,"uruguay"
0,1,1,"full",1,1,1,1,1,1,1,1,1,"uruguay"
1,1,1,"full",1,1,1,1,1,1,1,1,1,"uruguay"
2,1,1,"full",1,1,1,1,1,1,1,1,1,"uruguay"
3,1,1,"full",1,1,1,1,1,1,1,1,1,"uruguay"
4,1,1,"full",1,1,1,1,1,1,1,1,1,"uruguay"
5,1,1,"full",1,1,1,1,1,1,1,1,1,"uruguay"
6,1,1,"full",1,1,1,1,1,1,1,1,1,"uruguay"
7,1,1,"full",1,1,1,1,1,1,1,1,1,"uruguay"
8,1,1,"full",1,1,1,1,1,1,1,1,1,"uruguay"
9,1,1,"full",1,1,1,1,1,1,1,1,1,"uruguay"
10,0.965384615,1.384615385,"full",0.961923077,1,1,1,0.961923077,0.961923077,0.961923077,1,0.961923077,"uruguay"
11,0.930769231,1.769230769,"full",0.923846154,1,1,1,0.923846154,0.923846154,0.923846154,1,0.923846154,"uruguay"
12,0.896153846,2.153846154,"full",0.885769231,1,1,1,0.885769231,0.885769231,0.885769231,1,0.885769231,"uruguay"
13,0.861538462,2.538461538,"full",0.847692308,1,1,1,0.847692308,0.847692308,0.847692308,1,0.847692308,"uruguay"
14,0.826923077,2.923076923,"full",0.809615385,1,1,1,0.809615385,0.809615385,0.809615385,1,0.809615385,"uruguay"
15,0.792307692,3.307692308,"full",0.771538462,1,1,1,0.771538462,0.771538462,0.771538462,1,0.771538462,"uruguay"
16,0.757692308,3.692307692,"full",0.733461538,1,1,1,0.733461538,0.733461538,0.733461538,1,0.733461538,"uruguay"
17,0.723076923,4.076923077,"full",0.695384615,1,1,1,0.695384615,0.695384615,0.695384615,1,0.695384615,"uruguay"
18,0.688461538,4.461538462,"full",0.657307692,1,1,1,0.657307692,0.657307692,0.657307692,1,0.657307692,"uruguay"
19,0.653846154,4.846153846,"full",0.619230769,1,1,1,0.619230769,0.619230769,0.619230769,1,0.619230769,"uruguay"
20,0.619230769,5.230769231,"full",0.581153846,1,1,1,0.581153846,0.581153846,0.581153846,1,0.581153846,"uruguay"
21,0.584615385,5.615384615,"full",0.543076923,1,1,1,0.543076923,0.543076923,0.543076923,1,0.543076923,"uruguay"
22,0.55,6,"full",0.505,1,1,1,0.505,0.505,0.505,1,0.505,"uruguay"
23,0.515384615,6.384615385,"full",0.466923077,1,1,1,0.466923077,0.466923077,0.466923077,1,0.466923077,"uruguay"
24,0.480769231,6.769230769,"full",0.428846154,1,1,1,0.428846154,0.428846154,0.428846154,1,0.428846154,"uruguay"
25,0.446153846,7.153846154,"full",0.390769231,1,1,1,0.390769231,0.390769231,0.390769231,1,0.390769231,"uruguay"
26,0.411538462,7.538461538,"full",0.352692308,1,1,1,0.352692308,0.352692308,0.352692308,1,0.352692308,"uruguay"
27,0.376923077,7.923076923,"full",0.314615385,1,1,1,0.314615385,0.314615385,0.314615385,1,0.314615385,"uruguay"
28,0.342307692,8.307692308,"full",0.276538462,1,1,1,0.276538462,0.276538462,0.276538462,1,0.276538462,"uruguay"
29,0.307692308,8.692307692,"full",0.238461538,1,1,1,0.238461538,0.238461538,0.238461538,1,0.238461538,"uruguay"
30,0.273076923,9.076923077,"full",0.200384615,1,1,1,0.200384615,0.200384615,0.200384615,1,0.200384615,"uruguay"
31,0.238461538,9.461538462,"full",0.162307692,1,1,1,0.162307692,0.162307692,0.162307692,1,0.162307692,"uruguay"
32,0.203846154,9.846153846,"full",0.124230769,1,1,1,0.124230769,0.124230769,0.124230769,1,0.124230769,"uruguay"
33,0.169230769,10.23076923,"full",0.086153846,1,1,1,0.086153846,0.086153846,0.086153846,1,0.086153846,"uruguay"
34,0.134615385,10.61538462,"full",0.048076923,1,1,1,0.048076923,0.048076923,0.048076923,1,0.048076923,"uruguay"
35,0.1,11,"full",0.01,1,1,1,0.01,0.01,0.01,1,0.01,"uruguay"
0,1,1,"none",1,1,1,1,1,1,1,1,1,"venezuela"
1,1,1,"none",1,1,1,1,1,1,1,1,1,"venezuela"
2,1,1,"none",1,1,1,1,1,1,1,1,1,"venezuela"
3,1,1,"none",1,1,1,1,1,1,1,1,1,"venezuela"
4,1,1,"none",1,1,1,1,1,1,1,1,1,"venezuela"
5,1,1,"none",1,1,1,1,1,1,1,1,1,"venezuela"
6,1,1,"none",1,1,1,1,1,1,1,1,1,"venezuela"
7,1,1,"none",1,1,1,1,1,1,1,1,1,"venezuela"
8,1,1,"none",1,1,1,1,1,1,1,1,1,"venezuela"
9,1,1,"none",1,1,1,1,1,1,1,1,1,"venezuela"
10,1,1,"none",1,1,1,1,1,1,1,1,1,"venezuela"
11,1,1,"none",1,1,1,1,1,1,1,1,1,"venezuela"
12,1,1,"none",1,1,1,1,1,1,1,1,1,"venezuela"
13,1,1,"none",1,1,1,1,1,1,1,1,1,"venezuela"
14,1,1,"none",1,1,1,1,1,1,1,1,1,"venezuela"
15,1,1,"none",1,1,1,1,1,1,1,1,1,"venezuela"
16,1,1,"none",1,1,1,1,1,1,1,1,1,"venezuela"
17,1,1,"none",1,1,1,1,1,1,1,1,1,"venezuela"
18,1,1,"none",1,1,1,1,1,1,1,1,1,"venezuela"
19,1,1,"none",1,1,1,1,1,1,1,1,1,"venezuela"
20,1,1,"none",1,1,1,1,1,1,1,1,1,"venezuela"
21,1,1,"none",1,1,1,1,1,1,1,1,1,"venezuela"
22,1,1,"none",1,1,1,1,1,1,1,1,1,"venezuela"
23,1,1,"none",1,1,1,1,1,1,1,1,1,"venezuela"
24,1,1,"none",1,1,1,1,1,1,1,1,1,"venezuela"
25,1,1,"none",1,1,1,1,1,1,1,1,1,"venezuela"
26,1,1,"none",1,1,1,1,1,1,1,1,1,"venezuela"
27,1,1,"none",1,1,1,1,1,1,1,1,1,"venezuela"
28,1,1,"none",1,1,1,1,1,1,1,1,1,"venezuela"
29,1,1,"none",1,1,1,1,1,1,1,1,1,"venezuela"
30,1,1,"none",1,1,1,1,1,1,1,1,1,"venezuela"
31,1,1,"none",1,1,1,1,1,1,1,1,1,"venezuela"
32,1,1,"none",1,1,1,1,1,1,1,1,1,"venezuela"
33,1,1,"none",1,1,1,1,1,1,1,1,1,"venezuela"
34,1,1,"none",1,1,1,1,1,1,1,1,1,"venezuela"
35,1,1,"none",1,1,1,1,1,1,1,1,1,"venezuela"
0,1,1,"full",1,1,1,1,1,1,1,1,1,"venezuela"
1,1,1,"full",1,1,1,1,1,1,1,1,1,"venezuela"
2,1,1,"full",1,1,1,1,1,1,1,1,1,"venezuela"
3,1,1,"full",1,1,1,1,1,1,1,1,1,"venezuela"
4,1,1,"full",1,1,1,1,1,1,1,1,1,"venezuela"
5,1,1,"full",1,1,1,1,1,1,1,1,1,"venezuela"
6,1,1,"full",1,1,1,1,1,1,1,1,1,"venezuela"
7,1,1,"full",1,1,1,1,1,1,1,1,1,"venezuela"
8,1,1,"full",1,1,1,1,1,1,1,1,1,"venezuela"
9,1,1,"full",1,1,1,1,1,1,1,1,1,"venezuela"
10,0.965384615,1.384615385,"full",0.961923077,1,1,1,0.961923077,0.961923077,0.961923077,1,0.961923077,"venezuela"
11,0.930769231,1.769230769,"full",0.923846154,1,1,1,0.923846154,0.923846154,0.923846154,1,0.923846154,"venezuela"
12,0.896153846,2.153846154,"full",0.885769231,1,1,1,0.885769231,0.885769231,0.885769231,1,0.885769231,"venezuela"
13,0.861538462,2.538461538,"full",0.847692308,1,1,1,0.847692308,0.847692308,0.847692308,1,0.847692308,"venezuela"
14,0.826923077,2.923076923,"full",0.809615385,1,1,1,0.809615385,0.809615385,0.809615385,1,0.809615385,"venezuela"
15,0.792307692,3.307692308,"full",0.771538462,1,1,1,0.771538462,0.771538462,0.771538462,1,0.771538462,"venezuela"
16,0.757692308,3.692307692,"full",0.733461538,1,1,1,0.733461538,0.733461538,0.733461538,1,0.733461538,"venezuela"
17,0.723076923,4.076923077,"full",0.695384615,1,1,1,0.695384615,0.695384615,0.695384615,1,0.695384615,"venezuela"
18,0.688461538,4.461538462,"full",0.657307692,1,1,1,0.657307692,0.657307692,0.657307692,1,0.657307692,"venezuela"
19,0.653846154,4.846153846,"full",0.619230769,1,1,1,0.619230769,0.619230769,0.619230769,1,0.619230769,"venezuela"
20,0.619230769,5.230769231,"full",0.581153846,1,1,1,0.581153846,0.581153846,0.581153846,1,0.581153846,"venezuela"
21,0.584615385,5.615384615,"full",0.543076923,1,1,1,0.543076923,0.543076923,0.543076923,1,0.543076923,"venezuela"
22,0.55,6,"full",0.505,1,1,1,0.505,0.505,0.505,1,0.505,"venezuela"
23,0.515384615,6.384615385,"full",0.466923077,1,1,1,0.466923077,0.466923077,0.466923077,1,0.466923077,"venezuela"
24,0.480769231,6.769230769,"full",0.428846154,1,1,1,0.428846154,0.428846154,0.428846154,1,0.428846154,"venezuela"
25,0.446153846,7.153846154,"full",0.390769231,1,1,1,0.390769231,0.390769231,0.390769231,1,0.390769231,"venezuela"
26,0.411538462,7.538461538,"full",0.352692308,1,1,1,0.352692308,0.352692308,0.352692308,1,0.352692308,"venezuela"
27,0.376923077,7.923076923,"full",0.314615385,1,1,1,0.314615385,0.314615385,0.314615385,1,0.314615385,"venezuela"
28,0.342307692,8.307692308,"full",0.276538462,1,1,1,0.276538462,0.276538462,0.276538462,1,0.276538462,"venezuela"
29,0.307692308,8.692307692,"full",0.238461538,1,1,1,0.238461538,0.238461538,0.238461538,1,0.238461538,"venezuela"
30,0.273076923,9.076923077,"full",0.200384615,1,1,1,0.200384615,0.200384615,0.200384615,1,0.200384615,"venezuela"
31,0.238461538,9.461538462,"full",0.162307692,1,1,1,0.162307692,0.162307692,0.162307692,1,0.162307692,"venezuela"
32,0.203846154,9.846153846,"full",0.124230769,1,1,1,0.124230769,0.124230769,0.124230769,1,0.124230769,"venezuela"
33,0.169230769,10.23076923,"full",0.086153846,1,1,1,0.086153846,0.086153846,0.086153846,1,0.086153846,"venezuela"
34,0.134615385,10.61538462,"full",0.048076923,1,1,1,0.048076923,0.048076923,0.048076923,1,0.048076923,"venezuela"
35,0.1,11,"full",0.01,1,1,1,0.01,0.01,0.01,1,0.01,"venezuela"
